ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2221,7,213.433333,0,0,15,253.554167,0,0.0125,0,0,2,3,3,0,7,2,1,0
5238,4,85,0,0,19,599,0.015,0.035,0,0,2,1,10,0,4,2,0,0
8867,1,11,0,0,20,285.666667,0,0.022222,0,0,2,1,4,6,12,2,0,0
7531,0,0,0,0,22,903.163462,0.009091,0.015758,0,0,8,5,10,1,11,2,1,0
7933,7,159.333333,0,0,24,520.666667,0,0.006667,0,0,1,1,4,2,12,1,1,0
1976,0,0,0,0,1,0,0.2,0.2,0,0,8,1,10,0,8,2,0,0
6452,6,63,1,16,187,4987.688889,0.003109,0.011119,10.801887,0,2,0,3,5,4,2,0,0
8068,1,33,0,0,57,2816.55307,0,0.005859,0,0,2,1,10,5,8,2,0,0
8502,0,0,0,0,1,0,0.2,0.2,0,0,8,5,10,0,14,2,1,0
3360,0,0,0,0,10,60,0,0.04,0,0,2,1,10,8,7,2,0,0
898,0,0,0,0,89,1638.888095,0.014368,0.04066,0,0.8,2,1,10,1,15,2,0,0
1122,5,46.8,0,0,33,743.266667,0.005,0.021667,0,0,8,1,10,2,8,2,1,0
1286,3,154,0,0,8,422.08,0,0.035185,27.934783,0,4,3,3,2,7,2,0,1
8138,0,0,0,0,24,597.833333,0.008333,0.020833,0,0.4,2,1,10,5,8,2,0,0
7966,2,182.4,1,0,19,555.4,0.027273,0.05303,0,0,7,5,10,0,4,2,0,0
3805,4,72.295238,1,103.8,27,1211.066667,0.022581,0.064516,0,0,5,1,10,6,14,2,0,0
5179,0,0,0,0,43,703.833333,0,0.006977,0,0,2,1,1,0,4,2,0,0
819,4,164,0,0,30,2136,0,0.008333,0,0.2,2,1,10,0,4,1,0,0
4356,3,444.7,0,0,59,3296.55,0.006667,0.0265,0,0,4,1,10,2,14,2,0,0
3317,0,0,0,0,3,36,0,0.066667,0,0,2,1,6,6,15,2,1,0
5952,11,524.75,3,258.625,197,6309.427034,0.006114,0.011878,3.364061,0,8,1,4,0,4,2,0,1
6533,6,44.4,1,0,38,2001.7,0.006342,0.030233,0,0,3,1,10,5,12,2,0,0
881,0,0,0,0,10,249.5,0,0.02,0,0,9,1,10,6,11,2,0,0
2736,0,0,0,0,20,769.5,0,0.052,0,0,2,1,10,0,14,2,0,0
6115,0,0,0,0,3,98,0,0.066667,0,0,1,1,8,3,8,2,0,0
7181,3,93.5,0,0,8,170.25,0,0.02,0,0,8,1,10,6,4,2,0,0
8083,3,30,0,0,23,625.3,0.016667,0.026389,0,0,9,1,10,6,12,2,0,0
4495,2,29,1,113,14,536.035714,0,0.003571,0,0,2,1,10,6,4,2,0,0
3385,1,30,0,0,21,204.166667,0.028571,0.048413,0,0,2,5,10,7,7,2,1,0
1749,0,0,0,0,74,3237.114166,0.002703,0.009114,0,0,8,0,10,6,12,2,0,0
5542,0,0,0,0,13,562.25,0,0.015385,34.972508,0,8,3,3,0,4,1,0,1
7163,2,63,0,0,35,850.333333,0,0.005405,0,0,1,1,10,6,4,1,1,0
8146,2,1145.25,3,91.303571,46,2756.19246,0,0.017658,0,0,8,5,10,0,4,2,1,0
269,4,53.4,2,113.8,256,13453.25103,0,0.003241,0,0,8,1,10,0,4,2,0,0
1727,4,77.5,0,0,17,678.25,0,0.031579,0,0,8,3,10,0,12,2,0,0
1823,5,217.666667,0,0,18,494.666667,0,0.019932,33.145143,0,1,5,10,0,4,2,0,1
2544,0,0,0,0,4,60.5,0.1,0.15,0,0,8,3,3,0,8,2,0,0
468,0,0,0,0,21,173,0.009524,0.02381,0,0,9,3,10,6,12,2,0,0
2251,10,1271.5,0,0,41,1221.138095,0,0.007801,71.465979,0,2,1,10,5,7,2,0,1
6563,4,157,0,0,20,834.075,0,0.013333,4.847365,0,9,1,10,0,4,2,0,1
8677,1,42,2,80.5,46,838.683333,0,0.015417,0,0,1,1,10,0,5,2,0,0
4175,6,180.066667,0,0,3,111.8,0,0.007143,0,0,5,1,10,4,3,1,1,0
7098,2,67.666667,1,17,7,258,0,0.022222,0,0,2,3,3,7,7,2,0,0
4181,0,0,0,0,6,100,0,0.033333,0,0,1,1,10,2,2,2,1,0
7411,2,21.2,0,0,7,897.8,0,0.055556,0,0,5,1,10,0,8,2,0,0
8170,4,103.5,0,0,28,884.804062,0,0.011326,0,0,2,3,3,0,7,2,0,0
2862,4,214,1,0,5,259,0,0.0375,0,0,2,3,3,0,12,1,1,0
1664,0,0,1,844,6,1108,0.066667,0.066667,0,0,1,1,10,2,4,2,0,0
4320,2,48,0,0,51,1671.375,0.001099,0.016434,0,0,1,1,10,0,2,2,1,0
8554,15,404.766667,4,240.5,120,4173.131061,0.006716,0.027928,9.269828,0,8,1,10,6,4,2,1,0
4379,0,0,0,0,1,0,0.2,0.2,0,0,2,3,3,2,12,2,0,0
4716,2,34,2,9,174,4994.24915,0.006026,0.015843,0,0,8,1,10,0,11,2,0,0
2282,0,0,0,0,3,129,0,0.1,0,0,2,1,10,0,8,2,1,0
8950,9,283.25,0,0,38,1166.166667,0,0.004762,18.605897,0,8,3,3,4,18,1,0,1
928,1,11,0,0,2,51.066667,0,0,0,0,3,1,10,4,2,2,0,0
6333,5,119,0,0,49,1143.348504,0,0.008595,0,0,2,3,3,0,4,2,0,0
6722,11,348.654762,1,11,64,1229.289286,0,0.002494,54.951269,0,1,1,10,0,4,1,0,0
2370,0,0,0,0,2,76,0,0.05,0,0.6,0,5,10,6,12,2,0,0
2886,7,154,3,248.166667,34,886.479167,0,0.005128,77.801588,0,9,1,10,0,4,1,0,1
2683,0,0,0,0,4,66,0,0.025,0,0,9,1,10,2,4,2,0,0
2354,0,0,0,0,2,203,0,0.1,0,0,2,1,10,0,12,2,0,0
7194,0,0,0,0,50,1232.02684,0,0.001667,173.469792,0,2,1,10,4,4,1,0,1
2444,2,43,0,0,3,23,0,0.04,0,0,1,1,1,4,4,2,0,0
5090,1,45.4,0,0,7,352.7,0,0.014286,0,0,7,3,3,6,7,2,0,0
2761,0,0,0,0,5,288.5,0,0.0125,0,0,1,1,10,0,4,2,1,0
6530,0,0,0,0,3,103,0,0.022222,0,0,1,3,3,0,12,2,1,0
578,2,61.166667,0,0,47,901.25,0.008333,0.025,32.799375,0,2,1,1,1,7,2,0,1
6965,4,173.25,0,0,16,2041.083333,0.04,0.055,0,0,2,5,10,1,12,2,0,0
1956,0,0,0,0,9,300,0.011111,0.033333,0,0.8,2,1,1,0,12,2,0,0
3296,4,47.8,0,0,7,183,0.018182,0.072727,0,0,4,5,9,6,7,2,0,0
6269,0,0,0,0,25,686.5,0.016,0.032,0,0,9,1,10,3,8,2,1,0
6536,1,4,0,0,22,1749,0,0.015,0,0,9,1,10,6,5,2,0,0
1112,2,173,0,0,7,224,0.066667,0.111111,0,0,2,5,10,7,4,2,0,0
8477,0,0,0,0,27,845.5,0,0.007407,0,0,1,0,3,0,15,2,1,0
3006,5,52.466667,1,34.8,6,106.3,0,0.02,0,0,7,1,10,6,4,1,1,0
275,2,23,0,0,50,2473.196429,0,0.013301,0,0,8,1,10,6,11,1,0,0
3631,0,0,0,0,2,0,0.2,0.2,0,0,2,5,10,6,7,2,1,0
3018,0,0,0,0,1,0,0.2,0.2,0,0,2,5,10,6,12,2,0,0
6820,0,0,0,0,5,1439.5,0,0.08,0,0,2,1,10,2,4,2,0,0
7003,0,0,0,0,4,13,0.133333,0.133333,0,0.4,2,1,7,0,12,2,0,0
4814,10,143.583333,1,92,245,7793.158685,0.001587,0.00461,59.424589,0,8,5,10,0,11,2,0,1
1403,0,0,0,0,14,838.55,0,0.016783,55.236462,0,2,3,3,6,7,2,0,1
1934,1,11,0,0,8,98.566667,0.066667,0.101667,0,0,6,3,11,6,8,2,1,0
5928,9,189.109848,3,39,73,3059.013889,0.012346,0.024897,16.742099,0,8,1,10,6,4,2,1,1
554,8,305.666667,1,0,35,796.25,0.005556,0.011574,0,0,9,3,3,6,5,2,0,0
8879,0,0,0,0,3,48.5,0,0.066667,0,0,9,0,3,0,4,2,0,0
7401,0,0,0,0,15,478.26,0,0.015385,0,0,8,1,10,7,18,2,0,0
6605,0,0,0,0,2,124.5,0,0.1,0,0,9,3,3,0,4,2,0,0
1684,5,69.6,3,53,6,92.7,0,0.02,0,0,4,1,8,0,12,1,1,0
6858,1,24.2,0,0,18,1014.2,0,0.02,22.977286,0,8,1,10,5,14,2,0,1
8348,0,0,0,0,14,291.6,0,0.085714,0,1,2,1,10,0,2,2,1,0
8762,0,0,0,0,8,254,0,0.0375,0,0.4,2,1,10,2,14,2,0,0
8291,1,6,0,0,7,212,0,0.025,0,0,8,3,3,0,12,2,0,0
585,2,73,0,0,11,327.666667,0.033333,0.033333,0,0.2,2,5,10,6,14,2,0,0
1627,0,0,1,0,46,4053.092208,0.014184,0.029684,0,0,1,3,3,0,4,2,0,0
5623,0,0,0,0,10,273.75,0.02,0.053333,0,0,8,3,3,5,11,2,0,1
5077,4,122,3,124,12,1040.333333,0,0.010526,0,0,2,1,10,8,4,2,0,0
2989,0,0,0,0,1,0,0.2,0.2,0,0,2,1,10,2,12,1,0,0
5756,2,34.2,0,0,32,929.91,0.006061,0.026263,0,0,5,3,3,6,12,2,0,0
8350,0,0,0,0,8,541.5,0.05,0.083333,0,0,2,1,10,2,8,2,0,0
7105,4,108,0,0,9,212.5,0,0.018182,0,0,9,3,3,0,8,2,1,0
4996,3,81,0,0,19,448.033333,0,0.012857,0,0,2,5,10,8,7,2,1,0
130,0,0,0,0,15,1069.7,0,0.046667,0,0,4,5,10,1,8,2,0,0
74,11,281.333333,0,0,41,1167.95,0,0.011348,7.90738,0,8,3,3,6,4,1,1,1
2372,0,0,0,0,1,0,0.2,0.2,0,0,9,1,10,0,14,2,0,0
5075,1,37,0,0,23,1817,0.053333,0.073696,0,0,2,5,10,0,14,2,0,0
8778,0,0,0,0,1,0,0.2,0.2,0,0,1,1,10,2,15,2,0,0
1635,0,0,0,0,5,266.333333,0.04,0.08,0,0,1,5,10,0,12,2,0,0
8630,1,25.75,3,189.5,22,2297.801282,0.014744,0.017436,18.995615,0.4,2,5,10,0,14,2,0,1
6789,4,88.25,2,546.5,37,2304.5,0,0.005,14.542702,0,8,1,10,4,4,1,0,1
2366,13,295.928571,5,17.9,154,6759.311928,0.005767,0.028836,0,0,8,1,10,6,5,2,0,0
6713,1,7,0,0,11,298,0,0.006667,0,0,1,5,10,6,12,2,1,0
3502,0,0,0,0,27,892.967949,0.014815,0.022751,0,0,9,1,10,6,4,2,1,0
7444,3,62,0,0,13,2038,0,0.021429,0,0,2,1,10,7,12,1,0,0
5810,0,0,0,0,8,429,0,0.05,0,0,2,1,10,0,4,2,0,0
6005,0,0,0,0,5,164,0.04,0.08,0,0,2,1,10,0,12,2,1,0
6284,0,0,0,0,36,319.5,0.047778,0.088889,0,0,2,1,10,6,8,2,0,0
1099,0,0,0,0,8,96,0.025,0.05,0,0,8,1,1,4,18,2,0,0
3619,4,69.966667,0,0,28,2728.755,0,0.009314,0,0,7,3,3,0,3,2,0,0
2094,0,0,0,0,25,1225.857143,0.012,0.040978,0,0.4,2,1,10,8,4,2,0,0
5880,4,198.5,0,0,43,2124.833333,0,0.015152,48.864,0,2,1,10,6,7,2,1,1
3887,2,38.5,2,15,50,1766.855952,0.002885,0.013141,12.837051,0.8,2,5,10,2,12,2,0,0
4237,2,1687.5,0,0,29,3098.033333,0,0.025806,0,0,2,1,1,8,12,2,0,0
3846,0,0,0,0,9,651,0,0.022222,68.258708,0,8,1,10,5,4,2,0,1
5174,0,0,0,0,14,394.25,0,0.015385,0,0,2,1,10,0,7,2,1,0
5788,1,27,0,0,4,467,0,0.025,0,0,2,3,3,0,7,1,0,0
2060,9,150,0,0,128,1799.144235,0.009237,0.020183,0,0.8,2,5,10,6,14,2,0,0
4078,0,0,0,0,3,62,0.1,0.125,0,0.8,2,5,10,0,14,2,0,0
890,0,0,0,0,2,31.2,0,0.1,0,0,5,5,10,0,12,2,0,0
7150,9,96.186667,1,35.2,63,1345.136667,0.029167,0.053287,2.10185,0,4,1,10,4,14,2,0,0
8356,0,0,0,0,3,0,0.2,0.2,0,0,8,3,3,2,5,2,1,0
3765,0,0,0,0,40,1385.666667,0.005,0.0225,0,0,8,1,10,0,8,2,0,0
6084,1,10,0,0,9,700,0,0.011111,29.62189,0,9,1,10,4,5,2,0,1
2487,0,0,0,0,24,452.416667,0,0.020833,0,0,8,1,10,6,4,2,1,1
4823,3,67.4,2,16.2,8,281.1,0,0.041667,15.820442,0,8,5,10,0,18,2,0,1
5846,0,0,0,0,14,875,0,0.014286,0,0,1,3,3,0,12,2,1,0
8507,4,138.333333,0,0,3,277.5,0,0.011111,0,0,2,5,9,6,4,1,0,0
7639,0,0,0,0,9,216,0.066667,0.077778,0,0,2,3,3,0,12,2,0,0
5004,0,0,0,0,15,431.2,0,0.007143,0,0,6,1,7,4,3,1,0,0
237,1,7,0,0,27,1739.575,0.038095,0.06037,0,0,4,1,10,3,8,2,0,0
3282,1,29.2,0,0,7,75.6,0,0.025,0,0,5,3,3,2,4,1,1,0
5377,4,495.166667,0,0,29,988.259524,0.006452,0.009677,0,0,9,3,3,0,4,1,0,0
3052,1,27.333333,0,0,3,20,0.028571,0.085714,0,0,8,3,3,2,11,2,0,0
4289,2,45.5,0,0,2,317.25,0,0.066667,0,0,9,1,10,0,4,2,0,0
4966,0,0,0,0,4,47,0,0.05,0,0,8,1,10,6,15,2,1,0
4727,0,0,0,0,13,238.166667,0,0.007692,0,0,1,1,10,1,4,2,0,0
555,5,127.2,2,33,93,2720.265368,0.007143,0.034702,0,0,8,5,10,2,8,2,1,0
5056,4,91,3,135.5,69,3596.933967,0.004762,0.009852,0,0,2,3,3,0,7,2,0,0
212,4,175,0,0,15,270.5,0,0.006667,0,0,1,3,3,3,4,2,0,0
8261,0,0,0,0,10,158.366667,0,0,54.995092,0,4,1,10,0,8,2,0,1
3735,2,76,0,0,40,1209.802992,0.004878,0.016248,0,0,1,3,3,5,4,2,0,0
6054,0,0,0,0,12,157,0.008333,0.033333,0,0,8,5,10,3,8,2,0,0
3670,0,0,0,0,19,194.75,0.005263,0.031579,0,0,9,5,10,2,8,2,0,0
2339,4,504.3,0,0,3,7,0.05,0.0625,0,0,8,5,10,6,12,2,0,0
2939,0,0,0,0,13,412,0,0.028205,0,0,1,1,10,2,12,2,0,0
6841,0,0,0,0,6,308.166667,0.083333,0.095,0,0,1,3,3,1,8,2,0,0
6318,3,66.333333,0,0,15,424.833333,0,0.0125,0,0,1,1,10,1,2,2,0,0
1836,0,0,0,0,16,156.533333,0,0.04375,0,0,1,1,1,0,12,2,0,0
1610,1,46,0,0,98,3098.649444,0.018814,0.037473,6.153201,0,5,1,10,1,8,2,0,0
7436,4,309,0,0,27,877.5,0,0.007407,44.477333,0,2,3,3,0,7,1,0,1
6024,16,314.505,0,0,37,1048.663333,0,0.008696,87.253963,0,8,3,3,6,4,1,0,1
365,0,0,0,0,21,947.392857,0.01,0.033333,0,0,9,3,3,0,5,2,1,0
3127,2,161,0,0,28,1286.75,0,0.007692,0,0,2,3,10,1,7,2,1,0
6940,5,150.444444,0,0,23,659.636111,0.039464,0.056586,0,0,8,5,10,0,8,2,0,1
8668,0,0,0,0,7,55,0.057143,0.114286,0,0,1,1,10,0,8,2,0,0
2883,6,184.272727,0,0,32,1427.689394,0.010811,0.01967,13.490319,0,8,1,10,0,14,2,0,1
8709,4,48.666667,0,0,66,2436.106169,0.006036,0.034561,12.029045,0,8,1,10,6,2,2,0,0
1081,6,175.1,0,0,3,27.6,0,0.011111,0,0,4,1,4,6,3,1,0,0
1522,0,0,0,0,12,213.5,0.016667,0.033333,0,0.2,2,0,3,0,12,2,0,0
2323,0,0,0,0,14,331.3,0,0.015385,0,0,4,3,11,0,8,2,0,0
784,0,0,0,0,26,694.3,0.023077,0.03641,0,0,1,5,10,5,12,2,1,0
2753,0,0,0,0,15,221,0,0.035556,0,0,2,1,1,0,8,2,0,0
1100,2,95,0,0,10,445,0.016667,0.033333,0,0,9,1,10,2,4,1,1,0
5786,1,202,0,0,2,8,0,0.066667,0,0,1,1,10,7,2,1,0,0
495,2,52,0,0,24,427.083333,0.026389,0.059722,0,0,1,1,10,0,8,2,0,0
3828,0,0,0,0,25,527.5,0,0.003467,0,0.8,2,1,10,0,7,2,0,0
7830,0,0,3,44,179,1738.472529,0.000027,0.025998,0,0,5,1,1,4,15,2,0,0
7456,0,0,0,0,9,639,0,0.025,81.2475,0,1,3,3,5,19,2,1,1
1240,0,0,0,0,14,390.9,0.013333,0.066667,0,0,5,1,10,1,12,2,0,0
1777,6,71.2,0,0,101,3800.089234,0.003883,0.024032,3.179064,0,8,3,3,6,8,2,0,1
2203,0,0,0,0,16,1902.25,0.00625,0.016667,0,0,8,1,1,1,4,1,1,0
2224,0,0,0,0,37,1156.416667,0,0.011111,0,0,8,3,3,4,4,2,1,0
4058,0,0,0,0,38,2101.733333,0.010526,0.02807,0,0.8,2,1,10,6,8,2,0,0
6783,1,76.75,0,0,33,1356.458333,0,0.020833,0,0,8,1,10,0,5,2,1,0
2604,0,0,0,0,1,0,0.2,0.2,0,0,1,1,10,3,8,2,0,0
6961,1,46,0,0,17,931,0.027778,0.062963,0,0,2,5,10,0,14,2,0,0
1747,0,0,0,0,1,0,0.2,0.2,0,0,9,1,10,7,12,2,0,0
4426,1,20.2,6,226,76,1308.573395,0.032612,0.054408,0,0,3,5,10,1,4,2,0,0
4162,0,0,0,0,23,386.18,0.004348,0.016522,0,0,4,3,3,0,7,2,0,0
8060,6,190.285714,6,609,47,2989.494048,0,0.004813,30.897985,0,1,1,10,0,11,1,1,1
2131,0,0,0,0,19,621.726667,0.010526,0.024035,0,0,4,3,3,0,4,2,0,0
4808,12,285.011905,0,0,53,967.210697,0.000893,0.033209,0,0,1,1,10,6,8,2,0,0
7757,0,0,0,0,13,1314.083333,0,0.008333,103.061083,0,9,4,5,4,18,0,0,1
7186,0,0,0,0,6,903.357143,0.054545,0.054386,0,0,9,5,9,0,12,2,0,0
45,3,183,0,0,190,6375.065753,0.009389,0.020212,0,0,8,1,10,0,4,2,0,0
980,9,183.3,2,34,45,2904.922294,0,0.011871,0,0,9,3,3,0,11,2,1,0
794,0,0,0,0,27,954.666667,0,0.003846,0,0,1,1,10,0,4,2,0,0
1277,1,11.428571,0,0,13,833.233333,0,0.005556,0,0,1,1,10,6,4,2,1,0
7811,3,89.8,0,0,12,355.85,0.013333,0.016,0,0,7,3,3,0,12,1,1,0
1256,0,0,0,0,4,992,0,0.05,0,0.2,2,1,10,2,14,2,0,0
6991,4,33,0,0,35,702.916667,0,0.005429,0,0,9,0,3,0,4,1,0,0
4818,5,267.5,0,0,5,62.5,0.022222,0.044444,0,0,1,1,10,5,12,1,1,0
1946,1,39,0,0,18,314.833333,0,0.005882,0,0,2,1,10,3,7,2,1,0
1436,1,702,0,0,38,2193.150794,0.012281,0.015614,9.092772,0,1,3,3,5,4,2,0,1
8300,3,38.166667,0,0,5,77.666667,0,0.0125,0,0,2,3,3,8,12,2,0,0
6129,1,50.5,0,0,3,192.5,0,0.05,0,0,8,1,10,7,4,1,1,0
3634,23,335.130952,5,399.8,88,1839.098106,0.015759,0.031588,0,0,5,5,10,6,4,2,1,0
8483,0,0,0,0,7,97,0.057143,0.1,0,0,1,1,10,2,8,2,0,0
2412,0,0,0,0,1,0,0.2,0.2,0,0,1,1,10,0,4,2,0,0
8754,0,0,0,0,5,71,0,0.04,0,0,2,0,3,0,4,2,1,0
8737,0,0,0,0,12,349,0.066667,0.088889,0,0,2,1,10,4,14,2,0,0
80,0,0,0,0,15,296,0,0.04,0,0,1,1,7,5,12,2,0,0
7214,0,0,0,0,25,1131.8,0.024,0.033143,0,0,3,3,3,2,8,2,1,0
264,2,20.15,0,0,60,1521.15,0.003333,0.015278,16.436373,0,8,1,1,0,4,2,0,1
5268,0,0,0,0,19,809.166667,0.031579,0.051579,0,0.6,2,1,10,2,12,2,0,0
5472,5,74.75,3,86.75,51,2003.375779,0,0.008874,44.335489,0,8,1,10,3,4,2,0,0
3624,0,0,0,0,1,0,0.2,0.2,0,0,8,5,10,3,14,2,0,0
2621,5,115.8,0,0,60,1516.73,0.007937,0.019821,0,0,5,1,10,2,12,2,1,0
5521,0,0,0,0,4,72,0,0,35.34967,0,6,5,10,6,4,2,1,1
3575,3,72.5,4,148,24,377.5,0.006667,0.02,0,0.6,2,3,3,0,12,2,0,0
4259,0,0,0,0,28,683.3,0.028571,0.089286,0,0,3,1,10,6,8,2,0,0
3650,0,0,0,0,2,4,0,0.1,0,0,8,1,10,5,4,2,0,0
2851,2,62.5,0,0,17,775.333333,0,0.045098,0,0,8,1,10,6,8,2,0,1
3709,9,122.517143,0,0,167,3890.865924,0.002339,0.009654,0,0,4,1,10,0,4,2,0,0
1395,3,124,0,0,0,0,0,0.033333,0,0,1,5,10,1,12,2,0,0
5850,1,69.5,0,0,16,895.809524,0,0.004444,32.142133,0.6,2,5,10,5,2,2,0,1
4166,5,125.75,0,0,44,1113.309524,0.008333,0.015625,18.916073,0,9,5,10,0,8,2,0,0
2260,0,0,0,0,33,655.875,0,0.015152,0,0,8,1,10,5,14,2,0,0
2431,3,63,0,0,10,142.666667,0,0.015385,0,0,1,1,10,3,4,1,1,0
4911,0,0,0,0,12,655,0.036364,0.063636,0,0.8,2,1,10,0,2,2,0,0
1389,3,77.5,0,0,35,1000.8,0,0.013889,0,0,9,0,10,0,2,2,0,0
3652,0,0,0,0,19,696.875,0.010526,0.035088,0,0,9,3,10,2,4,2,0,0
3084,0,0,0,0,7,38,0.142857,0.171429,0,0,2,1,10,5,14,2,0,0
937,4,99.5,0,0,46,953.068687,0,0.014286,0,0,2,3,3,1,7,2,1,0
8596,0,0,0,0,8,261.8,0.01,0.04,10.999018,0,6,1,10,2,8,2,1,0
3081,0,0,0,0,11,315.6,0,0.018182,0,0,1,3,3,1,12,2,1,0
3191,0,0,0,0,20,332,0.03,0.06,0,0,1,0,3,6,8,2,0,0
4254,0,0,0,0,10,426.5,0,0.02,0,0,8,1,10,0,4,1,0,0
4064,0,0,0,0,47,778.761905,0.042553,0.051999,0,0,2,5,10,1,10,2,1,0
6974,3,56.8,1,3,73,1677.666667,0.010667,0.040444,0,0,3,1,10,3,8,2,0,0
3610,3,91,2,338,11,451,0,0.006667,45.7504,0,1,1,10,0,5,1,0,1
1657,0,0,0,0,47,1475.366667,0.010638,0.026748,0,0,8,3,3,2,8,2,1,0
4938,0,0,0,0,5,240.5,0.08,0.07,0,0,2,3,3,0,12,2,0,0
1067,2,229.5,0,0,31,1909.232143,0.0125,0.034375,17.152499,0,9,1,10,6,11,2,0,1
4855,0,0,0,0,1,0,0.2,0.2,0,0,5,1,7,3,8,2,0,0
8183,8,62.5,0,0,101,2584.714286,0.011215,0.017134,16.940467,0.6,2,1,10,0,14,2,0,0
4047,0,0,0,0,3,17,0,0.066667,0,0,8,1,10,4,12,2,0,0
7681,0,0,0,0,4,88,0,0.05,0,0,0,0,3,0,12,2,0,0
8845,4,17.5,3,171,6,101,0.02,0.03,0,0,8,3,10,0,11,1,1,0
3760,0,0,0,0,6,82.5,0,0.033333,0,0,9,1,10,0,4,2,0,0
3975,1,18.2,1,9,30,3959.45,0.024653,0.06059,0,0,9,1,10,1,12,2,0,0
1123,0,0,0,0,21,1050.25,0,0.028571,0,0,8,1,10,1,4,2,1,0
225,0,0,0,0,2,73,0,0.05,0,0,2,3,3,0,12,2,0,0
6190,0,0,0,0,8,335.25,0.1,0.108333,0,0,8,5,2,0,8,2,0,1
2484,2,56.733333,0,0,33,1091.394074,0,0.003595,0,0,7,0,10,6,4,1,1,0
1913,3,130.35,1,21.2,8,314.85,0,0.018182,0,0,3,1,10,8,4,1,0,1
684,0,0,0,0,26,532,0.030769,0.044231,0,0,8,1,10,0,8,2,0,0
8376,0,0,0,0,15,1251.316667,0,0.034524,0,0,8,5,10,0,4,2,1,1
4208,0,0,0,0,6,151,0,0.08,0,0,9,3,11,2,2,2,0,0
7626,1,32.25,0,0,18,434.583333,0.011765,0.011765,0,0,9,5,10,0,4,2,0,0
6195,2,80.666667,0,0,12,1071.611111,0.030769,0.046667,0,0,1,1,10,5,8,2,0,0
5863,0,0,0,0,2,69.5,0,0.1,0,0,8,0,7,4,15,1,0,0
599,7,157.5,1,23,42,3503.025,0.005143,0.018194,21.76475,0,2,1,10,0,4,2,0,0
1010,4,33,0,0,19,502.458333,0,0.011905,0,0,1,1,10,0,8,2,0,0
7646,0,0,3,146,23,1249.216667,0.015385,0.029103,15.33867,0,5,5,10,6,7,2,0,0
648,2,273,1,1,10,384.4,0.044444,0.043386,0,0,2,3,3,0,12,2,0,0
1197,0,0,0,0,21,761.25,0,0.014035,0,0,2,5,10,6,8,2,0,0
3308,2,124,1,9,109,3731.138116,0.004861,0.015245,0,0.2,2,3,3,6,7,2,0,0
1328,0,0,0,0,13,88,0.115385,0.125641,0,0.6,2,5,10,0,12,2,0,0
4978,9,468.366667,1,88,114,3772.405525,0,0.001681,42.419143,0,2,1,10,5,1,2,1,1
6288,0,0,0,0,1,0,0.2,0.2,0,0,1,5,10,6,8,2,0,0
7,6,999,0,0,14,211.470238,0.00119,0.039521,0,0,8,,10,1,5,2,0,0
1570,0,0,0,0,9,147,0.022222,0.014815,0,0,2,1,10,3,12,2,0,0
675,4,1946,0,0,31,731,0,0.005882,0,0,9,1,10,2,4,1,1,0
8049,2,58,0,0,50,952.434524,0,0.011538,2.179731,0,1,0,10,5,15,2,1,1
6723,0,0,0,0,3,178.25,0,0.066667,0,0,8,5,10,0,5,2,0,0
8421,0,0,0,0,19,801.583333,0.010526,0.035088,0,1,2,3,3,0,4,2,1,0
1779,0,0,0,0,5,94.5,0,0.04,0,0,1,1,10,0,8,2,0,0
7514,0,0,0,0,5,975.5,0.08,0.1,0,0,8,5,10,6,14,2,0,0
3464,4,71.5,0,0,42,758.75,0.004444,0.015556,0,0,1,1,7,5,4,2,0,0
8560,4,159,0,0,16,307.616667,0,0.010526,0,0,7,3,3,6,4,2,1,0
3998,0,0,0,0,9,668,0,0.022222,0,0,8,1,1,4,2,2,0,0
7993,0,0,0,0,7,147.25,0.028571,0.045714,0,0,1,3,3,1,12,2,0,0
2614,4,34.4,0,0,12,189.433333,0,0.014286,0,0,6,1,4,2,7,1,0,0
3460,0,0,0,0,2,62,0,0.05,0,0,1,3,3,5,5,2,0,0
4766,0,0,0,0,1,0,0.2,0.2,0,0,2,1,10,2,8,2,0,0
4003,0,0,0,0,1,0,0.2,0.2,0,0,1,1,7,8,8,2,0,0
4932,0,0,0,0,3,18,0.033333,0.166667,0,1,2,5,10,0,7,2,1,0
1191,6,107.7,0,0,14,290.8,0,0.010526,0,0,6,1,10,0,3,1,0,0
7865,14,1261.916667,12,985.419048,30,1956.022222,0.003084,0.022907,0,0.6,2,1,10,6,4,2,0,0
6264,3,1226,5,3,24,3230.25,0.03619,0.096,0,0,1,1,10,0,4,2,0,0
2546,4,23.375,2,231.6,35,996.148077,0.006081,0.041742,0,0,8,1,10,8,4,2,1,0
5958,0,0,0,0,6,66.25,0,0.066667,0,0,8,1,10,4,8,2,0,0
4998,0,0,0,0,12,260,0.05,0.083333,0,0.6,2,3,3,3,8,2,0,0
2146,0,0,0,0,27,393.788889,0,0.032194,0,0,8,5,10,0,15,1,1,0
2503,0,0,0,0,20,1017.5,0.005,0.033333,0,0,8,1,10,0,8,2,0,0
6642,3,74,0,0,14,584.333333,0,0.003704,0,0,2,1,10,6,3,1,0,0
